TRACK,LABEL,METHOD,CURVE
7,feature.Seral.CWHvm_HW_CW_M.overmature,,300
7,feature.Seral.CWHvm_HW_CW_M.regenerating,,30
7,feature.Seral.CWHvm_HW_CW_M.young,,31
7,feature.Seral.immature,,298
7,feature.Seral.mature,,299
7,feature.Seral.overmature,,300
7,feature.Seral.regenerating,,30
7,feature.Seral.young,,31
7,feature.SpeciesProp.managed.BA,,321
7,feature.SpeciesProp.managed.CW,,322
7,feature.SpeciesProp.managed.DR,,323
7,feature.SpeciesProp.managed.FDC,,324
7,feature.SpeciesProp.managed.HW,,325
7,feature.SpeciesProp.managed.PLC,,326
7,feature.SpeciesProp.managed.SS,,327
7,feature.SpeciesProp.managed.YC,,308
7,feature.StemsPerHa.managed.CWHvm_HW_CW_M,,140
7,feature.Yield.managed.BA,,328
7,feature.Yield.managed.CW,,329
7,feature.Yield.managed.DR,,330
7,feature.Yield.managed.FDC,,331
7,feature.Yield.managed.HW,,332
7,feature.Yield.managed.PLC,,333
7,feature.Yield.managed.SS,,334
7,feature.Yield.managed.Total,,335
7,feature.Yield.managed.YC,,336
8,feature.Area.og1.CWHvm_HW_FDC_H,,440
8,feature.Area.og1.total,,440
8,feature.Area.og2.CWHvm_HW_FDC_H,,24
8,feature.Area.og2.total,,24
8,feature.Area.unmanaged,,22
8,feature.Height.unmanaged.CWHvm_HW_FDC_H,,441
8,feature.QMD.unmanaged.CWHvm_HW_FDC_H,,442
8,feature.Seral.CWHvm_HW_FDC_H.immature,,118
8,feature.Seral.CWHvm_HW_FDC_H.mature,,119
8,feature.Seral.CWHvm_HW_FDC_H.overmature,,120
8,feature.Seral.CWHvm_HW_FDC_H.regenerating,,30
8,feature.Seral.CWHvm_HW_FDC_H.young,,31
8,feature.Seral.immature,,118
8,feature.Seral.mature,,119
8,feature.Seral.overmature,,120
8,feature.Seral.regenerating,,30
8,feature.Seral.young,,31
8,feature.SpeciesProp.unmanaged.BA,,121
8,feature.SpeciesProp.unmanaged.CW,,443
8,feature.SpeciesProp.unmanaged.DR,,123
8,feature.SpeciesProp.unmanaged.FDC,,444
8,feature.SpeciesProp.unmanaged.HW,,445
8,feature.SpeciesProp.unmanaged.PL,,126
8,feature.SpeciesProp.unmanaged.SS,,126
8,feature.StemsPerHa.unmanaged.CWHvm_HW_FDC_H,,446
8,feature.Yield.unmanaged.BA,,447
8,feature.Yield.unmanaged.CW,,448
8,feature.Yield.unmanaged.DR,,449
8,feature.Yield.unmanaged.FDC,,450
8,feature.Yield.unmanaged.HW,,451
8,feature.Yield.unmanaged.PL,,452
8,feature.Yield.unmanaged.SS,,452
8,feature.Yield.unmanaged.Total,,453
9,feature.Area.managed,,22
9,feature.Area.og1.CWHvm_HW_FDC_H,,440
9,feature.Area.og1.total,,440
9,feature.Area.og2.CWHvm_HW_FDC_H,,24
9,feature.Area.og2.total,,24
9,feature.Height.managed.CWHvm_HW_FDC_H,,454
9,feature.QMD.managed.CWHvm_HW_FDC_H,,455
9,feature.Seral.CWHvm_HW_FDC_H.immature,,118
9,feature.Seral.CWHvm_HW_FDC_H.mature,,119
9,feature.Seral.CWHvm_HW_FDC_H.overmature,,120
9,feature.Seral.CWHvm_HW_FDC_H.regenerating,,30
9,feature.Seral.CWHvm_HW_FDC_H.young,,31
9,feature.Seral.immature,,118
9,feature.Seral.mature,,119
9,feature.Seral.overmature,,120
9,feature.Seral.regenerating,,30
9,feature.Seral.young,,31
9,feature.SpeciesProp.managed.BA,,121
9,feature.SpeciesProp.managed.CW,,456
9,feature.SpeciesProp.managed.DR,,123
9,feature.SpeciesProp.managed.FDC,,457
9,feature.SpeciesProp.managed.HW,,458
9,feature.SpeciesProp.managed.PL,,126
9,feature.SpeciesProp.managed.SS,,126
9,feature.StemsPerHa.managed.CWHvm_HW_FDC_H,,37
9,feature.Yield.managed.BA,,459
9,feature.Yield.managed.CW,,460
9,feature.Yield.managed.DR,,461
9,feature.Yield.managed.FDC,,462
9,feature.Yield.managed.HW,,463
9,feature.Yield.managed.PL,,464
9,feature.Yield.managed.SS,,464
9,feature.Yield.managed.Total,,465
10,feature.Area.managed,,22
10,feature.Area.og1.CWHvm_HW_FDC_H,,440
10,feature.Area.og1.total,,440
10,feature.Area.og2.CWHvm_HW_FDC_H,,24
10,feature.Area.og2.total,,24
10,feature.Height.managed.CWHvm_HW_FDC_H,,454
10,feature.QMD.managed.CWHvm_HW_FDC_H,,455
10,feature.SpeciesProp.managed.BA,,233
10,feature.SpeciesProp.managed.CW,,542
10,feature.SpeciesProp.managed.DR,,233
10,feature.SpeciesProp.managed.FDC,,543
10,feature.SpeciesProp.managed.HW,,542
10,feature.SpeciesProp.managed.PL,,233
10,feature.SpeciesProp.managed.SS,,233
10,feature.StemsPerHa.managed.CWHvm_HW_FDC_H,,544
10,feature.Yield.managed.BA,,545
10,feature.Yield.managed.CW,,546
10,feature.Yield.managed.DR,,547
10,feature.Yield.managed.FDC,,460
10,feature.Yield.managed.HW,,548
10,feature.Yield.managed.PL,,549
10,feature.Yield.managed.SS,,549
10,feature.Yield.managed.Total,,465
11,feature.Area.og1.CWHvm_HW_CW_L,,609
11,feature.Area.og1.total,,609
11,feature.Area.og2.CWHvm_HW_CW_L,,1
11,feature.Area.og2.total,,1
11,feature.Area.unmanaged,,2
11,feature.Height.unmanaged.CWHvm_HW_CW_L,,610
11,feature.QMD.unmanaged.CWHvm_HW_CW_L,,611
11,feature.Seral.CWHvm_HW_CW_L.immature,,5
11,feature.Seral.CWHvm_HW_CW_L.mature,,612
11,feature.Seral.CWHvm_HW_CW_L.overmature,,613
11,feature.Seral.CWHvm_HW_CW_L.regenerating,,8
11,feature.Seral.CWHvm_HW_CW_L.young,,9
11,feature.Seral.immature,,5
11,feature.Seral.mature,,612
11,feature.Seral.overmature,,613
11,feature.Seral.regenerating,,8
11,feature.Seral.young,,9
11,feature.SpeciesProp.unmanaged.BA,,614
11,feature.SpeciesProp.unmanaged.CW,,615
11,feature.SpeciesProp.unmanaged.DR,,616
11,feature.SpeciesProp.unmanaged.FDC,,617
11,feature.SpeciesProp.unmanaged.HW,,618
11,feature.SpeciesProp.unmanaged.PLC,,619
11,feature.SpeciesProp.unmanaged.SS,,620
11,feature.SpeciesProp.unmanaged.YC,,621
11,feature.StemsPerHa.unmanaged.CWHvm_HW_CW_L,,622
11,feature.Yield.unmanaged.BA,,623
11,feature.Yield.unmanaged.CW,,624
11,feature.Yield.unmanaged.DR,,625
11,feature.Yield.unmanaged.FDC,,626
11,feature.Yield.unmanaged.HW,,627
11,feature.Yield.unmanaged.PLC,,628
11,feature.Yield.unmanaged.SS,,629
11,feature.Yield.unmanaged.Total,,630
11,feature.Yield.unmanaged.YC,,631
12,feature.Area.managed,,22
12,feature.Area.og1.CWHvm_HW_CW_L,,632
12,feature.Area.og1.total,,632
12,feature.Area.og2.CWHvm_HW_CW_L,,24
12,feature.Area.og2.total,,24
12,feature.Height.managed.CWHvm_HW_CW_L,,633
12,feature.QMD.managed.CWHvm_HW_CW_L,,634
12,feature.Seral.CWHvm_HW_CW_L.immature,,27
12,feature.Seral.CWHvm_HW_CW_L.mature,,635
12,feature.Seral.CWHvm_HW_CW_L.overmature,,300
12,feature.Seral.CWHvm_HW_CW_L.regenerating,,30
12,feature.Seral.CWHvm_HW_CW_L.young,,31
12,feature.Seral.immature,,27
12,feature.Seral.mature,,635
12,feature.Seral.overmature,,300
12,feature.Seral.regenerating,,30
12,feature.Seral.young,,31
12,feature.SpeciesProp.managed.BA,,614
12,feature.SpeciesProp.managed.CW,,636
12,feature.SpeciesProp.managed.DR,,616
12,feature.SpeciesProp.managed.FDC,,637
12,feature.SpeciesProp.managed.HW,,618
12,feature.SpeciesProp.managed.PLC,,619
12,feature.SpeciesProp.managed.SS,,620
12,feature.SpeciesProp.managed.YC,,638
12,feature.StemsPerHa.managed.CWHvm_HW_CW_L,,37
12,feature.Yield.managed.BA,,639
12,feature.Yield.managed.CW,,640
12,feature.Yield.managed.DR,,641
12,feature.Yield.managed.FDC,,642
12,feature.Yield.managed.HW,,643
12,feature.Yield.managed.PLC,,644
12,feature.Yield.managed.SS,,645
12,feature.Yield.managed.Total,,646
12,feature.Yield.managed.YC,,647
13,feature.Area.managed,,22
13,feature.Area.og1.CWHvm_HW_CW_L,,632
13,feature.Area.og1.total,,632
13,feature.Area.og2.CWHvm_HW_CW_L,,24
13,feature.Area.og2.total,,24
13,feature.Height.managed.CWHvm_HW_CW_L,,633
13,feature.QMD.managed.CWHvm_HW_CW_L,,634
13,feature.Seral.CWHvm_HW_CW_L.immature,,27
13,feature.Seral.CWHvm_HW_CW_L.mature,,635
13,feature.Seral.CWHvm_HW_CW_L.overmature,,300
13,feature.Seral.CWHvm_HW_CW_L.regenerating,,30
13,feature.Seral.CWHvm_HW_CW_L.young,,31
13,feature.Seral.immature,,27
13,feature.Seral.mature,,635
13,feature.Seral.overmature,,300
13,feature.Seral.regenerating,,30
13,feature.Seral.young,,31
13,feature.SpeciesProp.managed.BA,,301
13,feature.SpeciesProp.managed.CW,,302
13,feature.SpeciesProp.managed.DR,,303
13,feature.SpeciesProp.managed.FDC,,304
13,feature.SpeciesProp.managed.HW,,325
13,feature.SpeciesProp.managed.PLC,,306
13,feature.SpeciesProp.managed.SS,,307
13,feature.SpeciesProp.managed.YC,,308
13,feature.StemsPerHa.managed.CWHvm_HW_CW_L,,37
13,feature.Yield.managed.BA,,748
13,feature.Yield.managed.CW,,749
13,feature.Yield.managed.DR,,750
13,feature.Yield.managed.FDC,,751
13,feature.Yield.managed.HW,,752
13,feature.Yield.managed.PLC,,753
13,feature.Yield.managed.SS,,754
13,feature.Yield.managed.Total,,646
13,feature.Yield.managed.YC,,755
14,feature.Area.og1.CWHvm_FDC_HW_L,,632
14,feature.Area.og1.total,,632
14,feature.Area.og2.CWHvm_FDC_HW_L,,24
14,feature.Area.og2.total,,24
14,feature.Area.unmanaged,,22
14,feature.Height.unmanaged.CWHvm_FDC_HW_L,,844
14,feature.QMD.unmanaged.CWHvm_FDC_HW_L,,845
14,feature.Seral.CWHvm_FDC_HW_L.immature,,298
14,feature.Seral.CWHvm_FDC_HW_L.mature,,846
14,feature.Seral.CWHvm_FDC_HW_L.overmature,,847
14,feature.Seral.CWHvm_FDC_HW_L.regenerating,,30
14,feature.Seral.CWHvm_FDC_HW_L.young,,31
14,feature.Seral.immature,,298
14,feature.Seral.mature,,846
14,feature.Seral.overmature,,847
14,feature.Seral.regenerating,,30
14,feature.Seral.young,,31
14,feature.SpeciesProp.unmanaged.BA,,121
14,feature.SpeciesProp.unmanaged.CW,,122
14,feature.SpeciesProp.unmanaged.DR,,123
14,feature.SpeciesProp.unmanaged.FDC,,138
14,feature.SpeciesProp.unmanaged.HW,,848
14,feature.SpeciesProp.unmanaged.PL,,126
14,feature.SpeciesProp.unmanaged.SS,,126
14,feature.StemsPerHa.unmanaged.CWHvm_FDC_HW_L,,849
14,feature.Yield.unmanaged.BA,,850
14,feature.Yield.unmanaged.CW,,851
14,feature.Yield.unmanaged.DR,,852
14,feature.Yield.unmanaged.FDC,,853
14,feature.Yield.unmanaged.HW,,854
14,feature.Yield.unmanaged.PL,,855
14,feature.Yield.unmanaged.SS,,855
14,feature.Yield.unmanaged.Total,,856
15,feature.Area.managed,,22
15,feature.Area.og1.CWHvm_FDC_HW_L,,632
15,feature.Area.og1.total,,632
15,feature.Area.og2.CWHvm_FDC_HW_L,,24
15,feature.Area.og2.total,,24
15,feature.Height.managed.CWHvm_FDC_HW_L,,857
15,feature.QMD.managed.CWHvm_FDC_HW_L,,858
15,feature.Seral.CWHvm_FDC_HW_L.immature,,298
15,feature.Seral.CWHvm_FDC_HW_L.mature,,846
15,feature.Seral.CWHvm_FDC_HW_L.overmature,,847
15,feature.Seral.CWHvm_FDC_HW_L.regenerating,,30
15,feature.Seral.CWHvm_FDC_HW_L.young,,31
15,feature.Seral.immature,,298
15,feature.Seral.mature,,846
15,feature.Seral.overmature,,847
15,feature.Seral.regenerating,,30
15,feature.Seral.young,,31
15,feature.SpeciesProp.managed.BA,,121
15,feature.SpeciesProp.managed.CW,,122
15,feature.SpeciesProp.managed.DR,,123
15,feature.SpeciesProp.managed.FDC,,138
15,feature.SpeciesProp.managed.HW,,848
15,feature.SpeciesProp.managed.PL,,126
15,feature.SpeciesProp.managed.SS,,126
15,feature.StemsPerHa.managed.CWHvm_FDC_HW_L,,37
15,feature.Yield.managed.BA,,859
15,feature.Yield.managed.CW,,860
15,feature.Yield.managed.DR,,861
15,feature.Yield.managed.FDC,,862
15,feature.Yield.managed.HW,,863
15,feature.Yield.managed.PL,,864
15,feature.Yield.managed.SS,,864
15,feature.Yield.managed.Total,,865
16,feature.Area.og1.CWHvm_CW_HW_M,,945
16,feature.Area.og1.total,,945
16,feature.Area.og2.CWHvm_CW_HW_M,,24
16,feature.Area.og2.total,,24
16,feature.Area.unmanaged,,22
16,feature.Height.unmanaged.CWHvm_CW_HW_M,,946
16,feature.QMD.unmanaged.CWHvm_CW_HW_M,,947
16,feature.Seral.CWHvm_CW_HW_M.immature,,27
16,feature.Seral.CWHvm_CW_HW_M.mature,,635
16,feature.Seral.CWHvm_CW_HW_M.overmature,,300
16,feature.Seral.CWHvm_CW_HW_M.regenerating,,30
16,feature.Seral.CWHvm_CW_HW_M.young,,31
16,feature.Seral.immature,,27
16,feature.Seral.mature,,635
16,feature.Seral.overmature,,300
16,feature.Seral.regenerating,,30
16,feature.Seral.young,,31
16,feature.SpeciesProp.unmanaged.BA,,614
16,feature.SpeciesProp.unmanaged.CW,,636
16,feature.SpeciesProp.unmanaged.DR,,616
16,feature.SpeciesProp.unmanaged.FDC,,637
16,feature.SpeciesProp.unmanaged.HW,,618
16,feature.SpeciesProp.unmanaged.PLC,,619
16,feature.SpeciesProp.unmanaged.SS,,620
16,feature.SpeciesProp.unmanaged.YC,,638
16,feature.StemsPerHa.unmanaged.CWHvm_CW_HW_M,,948
16,feature.Yield.unmanaged.BA,,949
16,feature.Yield.unmanaged.CW,,950
16,feature.Yield.unmanaged.DR,,951
16,feature.Yield.unmanaged.FDC,,952
16,feature.Yield.unmanaged.HW,,953
16,feature.Yield.unmanaged.PLC,,954
16,feature.Yield.unmanaged.SS,,955
16,feature.Yield.unmanaged.Total,,956
16,feature.Yield.unmanaged.YC,,957
17,feature.Area.managed,,22
17,feature.Area.og1.CWHvm_CW_HW_M,,945
17,feature.Area.og1.total,,945
17,feature.Area.og2.CWHvm_CW_HW_M,,24
17,feature.Area.og2.total,,24
17,feature.Height.managed.CWHvm_CW_HW_M,,958
17,feature.QMD.managed.CWHvm_CW_HW_M,,959
17,feature.Seral.CWHvm_CW_HW_M.immature,,27
17,feature.Seral.CWHvm_CW_HW_M.mature,,635
17,feature.Seral.CWHvm_CW_HW_M.overmature,,300
17,feature.Seral.CWHvm_CW_HW_M.regenerating,,30
17,feature.Seral.CWHvm_CW_HW_M.young,,31
17,feature.Seral.immature,,27
17,feature.Seral.mature,,635
17,feature.Seral.overmature,,300
17,feature.Seral.regenerating,,30
17,feature.Seral.young,,31
17,feature.SpeciesProp.managed.BA,,614
17,feature.SpeciesProp.managed.CW,,636
17,feature.SpeciesProp.managed.DR,,616
17,feature.SpeciesProp.managed.FDC,,637
17,feature.SpeciesProp.managed.HW,,618
17,feature.SpeciesProp.managed.PLC,,619
17,feature.SpeciesProp.managed.SS,,960
17,feature.SpeciesProp.managed.YC,,638
17,feature.StemsPerHa.managed.CWHvm_CW_HW_M,,37
17,feature.Yield.managed.BA,,961
17,feature.Yield.managed.CW,,962
17,feature.Yield.managed.DR,,963
17,feature.Yield.managed.FDC,,964
17,feature.Yield.managed.HW,,965
17,feature.Yield.managed.PLC,,966
17,feature.Yield.managed.SS,,967
17,feature.Yield.managed.Total,,968
17,feature.Yield.managed.YC,,969
18,feature.Area.managed,,22
18,feature.Area.og1.CWHvm_CW_HW_M,,945
18,feature.Area.og1.total,,945
18,feature.Area.og2.CWHvm_CW_HW_M,,24
18,feature.Area.og2.total,,24
18,feature.Height.managed.CWHvm_CW_HW_M,,958
18,feature.QMD.managed.CWHvm_CW_HW_M,,959
18,feature.Seral.CWHvm_CW_HW_M.immature,,27
18,feature.Seral.CWHvm_CW_HW_M.mature,,635
18,feature.Seral.CWHvm_CW_HW_M.overmature,,300
18,feature.Seral.CWHvm_CW_HW_M.regenerating,,30
18,feature.Seral.CWHvm_CW_HW_M.young,,31
18,feature.Seral.immature,,27
18,feature.Seral.mature,,635
18,feature.Seral.overmature,,300
18,feature.Seral.regenerating,,30
18,feature.Seral.young,,31
18,feature.SpeciesProp.managed.BA,,301
18,feature.SpeciesProp.managed.CW,,302
18,feature.SpeciesProp.managed.DR,,303
18,feature.SpeciesProp.managed.FDC,,304
18,feature.SpeciesProp.managed.HW,,325
18,feature.SpeciesProp.managed.PLC,,1061
18,feature.SpeciesProp.managed.SS,,307
18,feature.SpeciesProp.managed.YC,,308
18,feature.StemsPerHa.managed.CWHvm_CW_HW_M,,37
18,feature.Yield.managed.BA,,1062
18,feature.Yield.managed.CW,,1063
18,feature.Yield.managed.DR,,1064
18,feature.Yield.managed.FDC,,1065
18,feature.Yield.managed.HW,,1066
18,feature.Yield.managed.PLC,,1067
18,feature.Yield.managed.SS,,1068
18,feature.Yield.managed.Total,,968
18,feature.Yield.managed.YC,,1069
19,feature.Area.og1.CWHvm_HW_FDC_L,,440
19,feature.Area.og1.total,,440
19,feature.Area.og2.CWHvm_HW_FDC_L,,24
19,feature.Area.og2.total,,24
19,feature.Area.unmanaged,,22
19,feature.Height.unmanaged.CWHvm_HW_FDC_L,,1149
19,feature.QMD.unmanaged.CWHvm_HW_FDC_L,,1150
19,feature.Seral.CWHvm_HW_FDC_L.immature,,1151
19,feature.Seral.CWHvm_HW_FDC_L.mature,,1152
19,feature.Seral.CWHvm_HW_FDC_L.overmature,,29
19,feature.Seral.CWHvm_HW_FDC_L.regenerating,,30
19,feature.Seral.CWHvm_HW_FDC_L.young,,31
19,feature.Seral.immature,,1151
19,feature.Seral.mature,,1152
19,feature.Seral.overmature,,29
19,feature.Seral.regenerating,,30
19,feature.Seral.young,,31
19,feature.SpeciesProp.unmanaged.BA,,121
19,feature.SpeciesProp.unmanaged.CW,,443
19,feature.SpeciesProp.unmanaged.DR,,123
19,feature.SpeciesProp.unmanaged.FDC,,444
19,feature.SpeciesProp.unmanaged.HW,,458
19,feature.SpeciesProp.unmanaged.PL,,1153
19,feature.SpeciesProp.unmanaged.SS,,1153
19,feature.StemsPerHa.unmanaged.CWHvm_HW_FDC_L,,1154
19,feature.Yield.unmanaged.BA,,1155
19,feature.Yield.unmanaged.CW,,1156
19,feature.Yield.unmanaged.DR,,1157
19,feature.Yield.unmanaged.FDC,,1158
19,feature.Yield.unmanaged.HW,,1159
19,feature.Yield.unmanaged.PL,,1160
19,feature.Yield.unmanaged.SS,,1160
19,feature.Yield.unmanaged.Total,,1161
20,feature.Area.managed,,22
20,feature.Area.og1.CWHvm_HW_FDC_L,,440
20,feature.Area.og1.total,,440
20,feature.Area.og2.CWHvm_HW_FDC_L,,24
